File,NEF,TIFF,Date Created,Date Modified,File Size,Image Size,Date Shot,Time Zone and Date,Image Quality,Artist,Copyright,Image Comment,Device,Lens,Focal Length,Focus Mode,AF-Area Mode,VR,AF Fine Tune,Aperture,Shutter Speed,Exposure Mode,Exposure Comp.,Exposure Tuning,Metering,ISO Sensitivity,Flash Device,Flash Sync Mode,Flash Mode,White Balance,Color Space,High ISO NR,Long Exposure NR,Active D-Lighting,Image Authentication,Vignette Control,Auto Distortion Control,Picture Control,Base,Quick Adjust,Sharpening,Contrast,Brightness,Saturation,Hue,Filter Effects,Toning,Optimize Image,Color Mode,Tone Comp.,Hue Adjustment,Saturation.1,Sharpening.1,Latitude,Longitude,Altitude,Altitude Reference,Heading,UTC,Map Datum,Scene Mode,Keywords
rbf8b293dt,http://193.205.194.113/RAISE/NEF/rbf8b293dt.NEF,http://193.205.194.113/RAISE/TIFF/rbf8b293dt.TIF,9/21/2014 0:09,5/12/2012 9:50,9.74 MB,L (4288 x 2848),50:41.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/8,1/3200s,Aperture Priority,+0.3EV,,Matrix,ISO 400,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
r9cfeabe5t,http://193.205.194.113/RAISE/NEF/r9cfeabe5t.NEF,http://193.205.194.113/RAISE/TIFF/r9cfeabe5t.TIF,9/21/2014 0:13,5/12/2012 11:30,10.8 MB,L (4288 x 2848),30:15.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,80mm,AF-A,Auto,ON,,f/10,1/125s,Aperture Priority,+0.3EV,,Matrix,ISO 640,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
rd552cb46t,http://193.205.194.113/RAISE/NEF/rd552cb46t.NEF,http://193.205.194.113/RAISE/TIFF/rd552cb46t.TIF,9/21/2014 0:13,5/12/2012 11:30,10.9 MB,L (4288 x 2848),30:18.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,50mm,AF-A,Auto,ON,,f/10,1/100s,Aperture Priority,+0.3EV,,Matrix,ISO 640,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
r7783c219t,http://193.205.194.113/RAISE/NEF/r7783c219t.NEF,http://193.205.194.113/RAISE/TIFF/r7783c219t.TIF,9/21/2014 0:44,4/21/2012 3:03,11.6 MB,L (4288 x 2848),03:05.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,28mm,Manual,Single,ON,,f/13,1/60s,Aperture Priority,+1.7EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
r4fcc8457t,http://193.205.194.113/RAISE/NEF/r4fcc8457t.NEF,http://193.205.194.113/RAISE/TIFF/r4fcc8457t.TIF,9/21/2014 0:44,4/21/2012 3:03,11.0 MB,L (4288 x 2848),03:10.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,25mm,Manual,Single,ON,,f/13,1/320s,Aperture Priority,+0.3EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
r62572141t,http://193.205.194.113/RAISE/NEF/r62572141t.NEF,http://193.205.194.113/RAISE/TIFF/r62572141t.TIF,9/21/2014 0:44,4/21/2012 3:05,11.9 MB,L (4288 x 2848),05:37.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,38mm,AF-A,Auto,ON,,f/13,1/40s,Aperture Priority,+1.7EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
ra768d61ct,http://193.205.194.113/RAISE/NEF/ra768d61ct.NEF,http://193.205.194.113/RAISE/TIFF/ra768d61ct.TIF,9/21/2014 0:45,4/21/2012 3:06,12.4 MB,L (4288 x 2848),06:11.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/13,1/80s,Aperture Priority,+1.7EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
r2da9db0ct,http://193.205.194.113/RAISE/NEF/r2da9db0ct.NEF,http://193.205.194.113/RAISE/TIFF/r2da9db0ct.TIF,9/21/2014 0:45,4/21/2012 3:07,11.5 MB,L (4288 x 2848),07:05.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,40mm,AF-A,Auto,ON,,f/13,1/60s,Aperture Priority,+1.7EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
r5e94913at,http://193.205.194.113/RAISE/NEF/r5e94913at.NEF,http://193.205.194.113/RAISE/TIFF/r5e94913at.TIF,9/21/2014 0:45,4/21/2012 3:07,11.6 MB,L (4288 x 2848),07:44.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,26mm,AF-A,Auto,ON,,f/13,1/100s,Aperture Priority,+1.7EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
r23f2406at,http://193.205.194.113/RAISE/NEF/r23f2406at.NEF,http://193.205.194.113/RAISE/TIFF/r23f2406at.TIF,9/21/2014 0:45,4/21/2012 3:08,11.6 MB,L (4288 x 2848),08:43.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/13,1/60s,Aperture Priority,+0.3EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
r5476adbdt,http://193.205.194.113/RAISE/NEF/r5476adbdt.NEF,http://193.205.194.113/RAISE/TIFF/r5476adbdt.TIF,9/21/2014 0:45,4/21/2012 3:08,11.7 MB,L (4288 x 2848),08:46.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/13,1/30s,Aperture Priority,+1.7EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
rcf4693b8t,http://193.205.194.113/RAISE/NEF/rcf4693b8t.NEF,http://193.205.194.113/RAISE/TIFF/rcf4693b8t.TIF,9/21/2014 0:45,4/21/2012 3:08,11.5 MB,L (4288 x 2848),08:48.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/13,1/80s,Aperture Priority,+0.3EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
r8dc8b8a4t,http://193.205.194.113/RAISE/NEF/r8dc8b8a4t.NEF,http://193.205.194.113/RAISE/TIFF/r8dc8b8a4t.TIF,9/21/2014 0:46,4/21/2012 3:11,11.8 MB,L (4288 x 2848),11:08.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/13,1/60s,Aperture Priority,+1.7EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
r32cd478dt,http://193.205.194.113/RAISE/NEF/r32cd478dt.NEF,http://193.205.194.113/RAISE/TIFF/r32cd478dt.TIF,9/21/2014 0:46,4/21/2012 3:11,11.9 MB,L (4288 x 2848),11:10.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/13,1/320s,Aperture Priority,+0.3EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
re16e9844t,http://193.205.194.113/RAISE/NEF/re16e9844t.NEF,http://193.205.194.113/RAISE/TIFF/re16e9844t.TIF,9/21/2014 0:48,4/21/2012 3:47,9.65 MB,L (4288 x 2848),47:21.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/13,1/320s,Aperture Priority,+1.7EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
r062cab38t,http://193.205.194.113/RAISE/NEF/r062cab38t.NEF,http://193.205.194.113/RAISE/TIFF/r062cab38t.TIF,9/21/2014 0:48,4/21/2012 3:47,9.67 MB,L (4288 x 2848),47:29.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,21mm,AF-A,Auto,ON,,f/13,1/1250s,Aperture Priority,+0.3EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
re869b2b0t,http://193.205.194.113/RAISE/NEF/re869b2b0t.NEF,http://193.205.194.113/RAISE/TIFF/re869b2b0t.TIF,9/21/2014 0:50,4/21/2012 5:26,10.3 MB,L (4288 x 2848),26:26.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/13,1/1250s,Aperture Priority,+0.3EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
r5543795dt,http://193.205.194.113/RAISE/NEF/r5543795dt.NEF,http://193.205.194.113/RAISE/TIFF/r5543795dt.TIF,9/21/2014 0:51,4/21/2012 5:35,11.5 MB,L (4288 x 2848),35:18.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/13,1/200s,Aperture Priority,+1.7EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
r8f496059t,http://193.205.194.113/RAISE/NEF/r8f496059t.NEF,http://193.205.194.113/RAISE/TIFF/r8f496059t.TIF,9/21/2014 0:51,4/21/2012 5:35,11.7 MB,L (4288 x 2848),35:26.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/13,1/125s,Aperture Priority,+1.7EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
rd40ede61t,http://193.205.194.113/RAISE/NEF/rd40ede61t.NEF,http://193.205.194.113/RAISE/TIFF/rd40ede61t.TIF,9/21/2014 0:51,4/21/2012 5:35,11.8 MB,L (4288 x 2848),35:28.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,45mm,AF-A,Auto,ON,,f/13,1/160s,Aperture Priority,+0.3EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
ra004d893t,http://193.205.194.113/RAISE/NEF/ra004d893t.NEF,http://193.205.194.113/RAISE/TIFF/ra004d893t.TIF,9/21/2014 0:51,4/21/2012 5:42,11.0 MB,L (4288 x 2848),42:41.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,22mm,AF-A,Auto,ON,,f/13,1/125s,Aperture Priority,+1.7EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
r81dee391t,http://193.205.194.113/RAISE/NEF/r81dee391t.NEF,http://193.205.194.113/RAISE/TIFF/r81dee391t.TIF,9/21/2014 0:51,4/21/2012 5:42,11.1 MB,L (4288 x 2848),42:53.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/13,1/640s,Aperture Priority,-1.0EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
r20ced612t,http://193.205.194.113/RAISE/NEF/r20ced612t.NEF,http://193.205.194.113/RAISE/TIFF/r20ced612t.TIF,9/21/2014 0:52,4/21/2012 5:43,11.1 MB,L (4288 x 2848),43:50.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/13,1/125s,Aperture Priority,+1.7EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
r7ed42d24t,http://193.205.194.113/RAISE/NEF/r7ed42d24t.NEF,http://193.205.194.113/RAISE/TIFF/r7ed42d24t.TIF,9/21/2014 0:53,4/21/2012 5:57,11.3 MB,L (4288 x 2848),57:17.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/13,1/400s,Aperture Priority,+0.3EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,landscape; nature; outdoor
r542b255et,http://193.205.194.113/RAISE/NEF/r542b255et.NEF,http://193.205.194.113/RAISE/TIFF/r542b255et.TIF,9/21/2014 0:53,4/21/2012 5:57,11.5 MB,L (4288 x 2848),57:21.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/13,1/500s,Aperture Priority,+0.3EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
r8315ada4t,http://193.205.194.113/RAISE/NEF/r8315ada4t.NEF,http://193.205.194.113/RAISE/TIFF/r8315ada4t.TIF,9/21/2014 0:53,4/21/2012 6:13,8.62 MB,L (4288 x 2848),13:08.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,24mm,AF-A,Auto,ON,,f/13,1/100s,Aperture Priority,+1.7EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
rf35f579ft,http://193.205.194.113/RAISE/NEF/rf35f579ft.NEF,http://193.205.194.113/RAISE/TIFF/rf35f579ft.TIF,9/21/2014 0:54,4/21/2012 6:59,12.3 MB,L (4288 x 2848),59:40.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/13,1/500s,Aperture Priority,+0.3EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
r662c01bdt,http://193.205.194.113/RAISE/NEF/r662c01bdt.NEF,http://193.205.194.113/RAISE/TIFF/r662c01bdt.TIF,9/21/2014 0:54,4/21/2012 7:20,9.14 MB,L (4288 x 2848),20:52.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,92mm,AF-A,Auto,ON,,f/13,1/1250s,Aperture Priority,+0.3EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
r6efdd2cft,http://193.205.194.113/RAISE/NEF/r6efdd2cft.NEF,http://193.205.194.113/RAISE/TIFF/r6efdd2cft.TIF,9/21/2014 1:10,10/7/2012 4:45,10.7 MB,L (4288 x 2848),45:41.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,AF-A,Auto,ON,,f/5.6,1/100s,Aperture Priority,0EV,,Matrix,ISO 400,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[LS] Landscape,[LS] Landscape,-,7,Active D-Lighting,Active D-Lighting,1,1,,,,,,,,,,,,,,,,,nature; outdoor
r3276d32ct,http://193.205.194.113/RAISE/NEF/r3276d32ct.NEF,http://193.205.194.113/RAISE/TIFF/r3276d32ct.TIF,9/21/2014 1:14,10/8/2012 3:43,10.5 MB,L (4288 x 2848),43:50.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,66mm,AF-A,Auto,ON,,f/5.3,1/2000s,Aperture Priority,0EV,,Matrix,ISO 320,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[LS] Landscape,[LS] Landscape,-,7,Active D-Lighting,Active D-Lighting,1,1,,,,,,,,,,,,,,,,,buildings; nature; outdoor
r5c95b318t,http://193.205.194.113/RAISE/NEF/r5c95b318t.NEF,http://193.205.194.113/RAISE/TIFF/r5c95b318t.TIF,9/21/2014 1:14,10/8/2012 3:44,10.3 MB,L (4288 x 2848),44:32.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/3.5,1/4000s,Aperture Priority,0EV,,Matrix,ISO 320,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[LS] Landscape,[LS] Landscape,-,7,Active D-Lighting,Active D-Lighting,1,1,,,,,,,,,,,,,,,,,buildings; nature; outdoor
rf45380det,http://193.205.194.113/RAISE/NEF/rf45380det.NEF,http://193.205.194.113/RAISE/TIFF/rf45380det.TIF,9/21/2014 1:14,10/8/2012 3:47,10.7 MB,L (4288 x 2848),47:54.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,AF-A,Auto,ON,,f/5.6,1/2500s,Aperture Priority,0EV,,Matrix,ISO 320,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[LS] Landscape,[LS] Landscape,-,7,Active D-Lighting,Active D-Lighting,1,1,,,,,,,,,,,,,,,,,nature; outdoor
rdde9a595t,http://193.205.194.113/RAISE/NEF/rdde9a595t.NEF,http://193.205.194.113/RAISE/TIFF/rdde9a595t.TIF,9/21/2014 1:14,10/8/2012 3:48,10.6 MB,L (4288 x 2848),48:00.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,AF-A,Auto,ON,,f/5.6,1/2000s,Aperture Priority,0EV,,Matrix,ISO 320,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[LS] Landscape,[LS] Landscape,-,7,Active D-Lighting,Active D-Lighting,1,1,,,,,,,,,,,,,,,,,nature; outdoor
rd0fdedd3t,http://193.205.194.113/RAISE/NEF/rd0fdedd3t.NEF,http://193.205.194.113/RAISE/TIFF/rd0fdedd3t.TIF,9/21/2014 1:14,10/8/2012 3:49,9.98 MB,L (4288 x 2848),49:47.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/3.5,1/4000s,Aperture Priority,0EV,,Matrix,ISO 320,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[LS] Landscape,[LS] Landscape,-,7,Active D-Lighting,Active D-Lighting,1,1,,,,,,,,,,,,,,,,,landscape; nature; outdoor
r522b6f0dt,http://193.205.194.113/RAISE/NEF/r522b6f0dt.NEF,http://193.205.194.113/RAISE/TIFF/r522b6f0dt.TIF,9/21/2014 1:15,10/8/2012 4:21,11.3 MB,L (4288 x 2848),21:09.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,AF-A,Auto,ON,,f/5.6,1/640s,Aperture Priority,0EV,,Matrix,ISO 320,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[LS] Landscape,[LS] Landscape,-,7,Active D-Lighting,Active D-Lighting,1,1,,,,,,,,,,,,,,,,,nature; outdoor
ree0c86dbt,http://193.205.194.113/RAISE/NEF/ree0c86dbt.NEF,http://193.205.194.113/RAISE/TIFF/ree0c86dbt.TIF,9/21/2014 1:16,10/8/2012 4:23,10.0 MB,L (4288 x 2848),23:39.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,50mm,AF-A,Auto,ON,,f/5,1/1600s,Aperture Priority,0EV,,Matrix,ISO 320,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[LS] Landscape,[LS] Landscape,-,7,Active D-Lighting,Active D-Lighting,1,1,,,,,,,,,,,,,,,,,nature; outdoor
r1ffa9ee3t,http://193.205.194.113/RAISE/NEF/r1ffa9ee3t.NEF,http://193.205.194.113/RAISE/TIFF/r1ffa9ee3t.TIF,9/21/2014 1:16,10/8/2012 4:40,12.5 MB,L (4288 x 2848),40:20.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,32mm,AF-A,Auto,ON,,f/10,1/40s,Aperture Priority,0EV,,Matrix,ISO 320,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[LS] Landscape,[LS] Landscape,-,7,Active D-Lighting,Active D-Lighting,1,1,,,,,,,,,,,,,,,,,nature; outdoor
r1ab0bb20t,http://193.205.194.113/RAISE/NEF/r1ab0bb20t.NEF,http://193.205.194.113/RAISE/TIFF/r1ab0bb20t.TIF,9/21/2014 1:16,10/8/2012 4:41,11.5 MB,L (4288 x 2848),41:13.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,26mm,AF-A,Auto,ON,,f/20,1/5s,Aperture Priority,0EV,,Matrix,ISO 320,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[LS] Landscape,[LS] Landscape,-,7,Active D-Lighting,Active D-Lighting,1,1,,,,,,,,,,,,,,,,,nature; outdoor
r9dcf33e7t,http://193.205.194.113/RAISE/NEF/r9dcf33e7t.NEF,http://193.205.194.113/RAISE/TIFF/r9dcf33e7t.TIF,9/21/2014 6:31,4/17/2013 8:07,18.0 MB,L (4928 x 3264),07:57.2,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,200mm,AF-C,Single,ON,OFF,f/10,1/250s,Aperture Priority,0EV,,Matrix,ISO 160,,,,"Direct sunlight, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,0,1,0,0,,,,,,,,,,,,,,,,,nature; outdoor
r3ae47fdat,http://193.205.194.113/RAISE/NEF/r3ae47fdat.NEF,http://193.205.194.113/RAISE/TIFF/r3ae47fdat.TIF,9/21/2014 6:31,4/17/2013 8:08,18.1 MB,L (4928 x 3264),08:07.6,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,200mm,AF-C,Single,ON,OFF,f/10,1/320s,Aperture Priority,0EV,,Matrix,ISO 160,,,,"Direct sunlight, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,0,1,0,0,,,,,,,,,,,,,,,,,nature; outdoor
